assetId,name,type,department,corridorId,ageYears,installDate,condition,criticality,degradationLatent,latitude,longitude,historicalFailures
AST-0691,Signal Section 691,Signal,S&T,COR-010,4.3,2022-05-17,Fair,8,0.409,28.987,88.1764,2
AST-0692,Track Section 692,Track,Engineering,COR-004,7.8,2018-11-16,Good,8,0.085,21.9455,74.568,0
AST-0693,Bridge Section 693,Bridge,Engineering,COR-005,19.2,2007-06-26,Warning,10,0.739,20.8393,78.3834,3
AST-0694,Bridge Section 694,Bridge,Engineering,COR-006,11.4,2015-04-12,Fair,10,0.384,21.8177,82.1051,0
AST-0695,Signal Section 695,Signal,S&T,COR-005,5.1,2021-07-29,Fair,10,0.467,23.2542,73.8574,3
AST-0696,OHE Section 696,OHE,Traction Distribution,COR-003,4.0,2022-09-03,Good,6,0.0,21.5091,78.6225,0
AST-0697,Track Section 697,Track,Engineering,COR-010,22.0,2004-09-07,Fair,8,0.539,22.4696,76.6788,3
AST-0698,Track Section 698,Track,Engineering,COR-010,9.0,2017-09-04,Good,7,0.278,25.3821,87.7328,0
AST-0699,Signal Section 699,Signal,S&T,COR-004,0.3,2026-05-16,Good,8,0.143,22.4503,79.0854,0
AST-0700,Track Section 700,Track,Engineering,COR-009,9.4,2017-04-11,Good,8,0.285,22.9606,84.7027,2
AST-0701,OHE Section 701,OHE,Traction Distribution,COR-004,16.5,2010-03-08,Good,7,0.279,19.4003,78.6873,1
AST-0702,Bridge Section 702,Bridge,Engineering,COR-008,3.9,2022-10-10,Good,10,0.191,28.1794,74.609,2
AST-0703,Track Section 703,Track,Engineering,COR-006,10.8,2015-11-17,Good,8,0.312,23.0689,86.3104,2
AST-0704,Signal Section 704,Signal,S&T,COR-005,11.5,2015-03-07,Good,10,0.236,22.2814,72.5067,0
AST-0705,Track Section 705,Track,Engineering,COR-002,4.1,2022-07-29,Good,7,0.238,19.8648,73.3951,1
AST-0706,Bridge Section 706,Bridge,Engineering,COR-007,23.3,2003-05-22,Warning,10,0.598,25.3418,78.3302,2
AST-0707,Track Section 707,Track,Engineering,COR-004,11.7,2014-12-24,Good,8,0.221,27.6382,83.4904,1
AST-0708,OHE Section 708,OHE,Traction Distribution,COR-003,7.7,2018-12-23,Good,7,0.244,19.4115,77.9673,1
AST-0709,Signal Section 709,Signal,S&T,COR-002,9.0,2017-09-04,Good,9,0.17,20.4527,73.561,1
AST-0710,Signal Section 710,Signal,S&T,COR-010,3.4,2023-04-10,Good,9,0.146,20.4639,77.5854,2
AST-0711,OHE Section 711,OHE,Traction Distribution,COR-002,3.3,2023-05-17,Good,7,0.048,25.0227,76.4197,1
AST-0712,OHE Section 712,OHE,Traction Distribution,COR-008,7.2,2019-06-23,Good,7,0.2,28.2123,72.5867,4
AST-0713,Signal Section 713,Signal,S&T,COR-009,7.5,2019-03-06,Good,8,0.307,23.3777,81.0568,1
AST-0714,OHE Section 714,OHE,Traction Distribution,COR-001,8.6,2018-01-28,Good,6,0.246,22.4381,74.3663,0
AST-0715,Station Equipment Section 715,Station Equipment,S&T,COR-006,24.7,2001-12-27,Critical,6,0.801,26.6584,77.0999,3
AST-0716,Signal Section 716,Signal,S&T,COR-006,15.9,2010-10-13,Fair,10,0.443,26.4257,82.759,2
AST-0717,Signal Section 717,Signal,S&T,COR-004,1.9,2024-10-09,Good,8,0.059,21.4676,84.1019,1
AST-0718,Track Section 718,Track,Engineering,COR-007,21.7,2004-12-26,Warning,8,0.581,20.6083,76.7153,3
AST-0719,OHE Section 719,OHE,Traction Distribution,COR-005,7.1,2019-07-30,Fair,7,0.473,22.5781,77.7671,5
AST-0720,Signal Section 720,Signal,S&T,COR-005,17.0,2009-09-06,Warning,10,0.621,26.756,76.4505,0
AST-0721,Signal Section 721,Signal,S&T,COR-005,7.6,2019-01-28,Fair,9,0.547,25.9506,87.8102,3
AST-0722,Track Section 722,Track,Engineering,COR-009,11.1,2015-07-31,Good,8,0.152,25.6585,75.5483,1
AST-0723,Bridge Section 723,Bridge,Engineering,COR-007,3.6,2023-01-27,Good,10,0.169,27.2943,75.4309,0
AST-0724,Signal Section 724,Signal,S&T,COR-004,13.0,2013-09-05,Good,10,0.302,21.7713,79.6206,0
AST-0725,OHE Section 725,OHE,Traction Distribution,COR-010,18.3,2008-05-20,Good,7,0.157,22.3968,75.5289,0
AST-0726,Track Section 726,Track,Engineering,COR-009,2.3,2024-05-16,Good,7,0.078,19.4234,75.0073,1
AST-0727,Station Equipment Section 727,Station Equipment,S&T,COR-010,18.5,2008-03-08,Fair,5,0.475,27.6875,74.0341,3
AST-0728,Track Section 728,Track,Engineering,COR-008,5.9,2020-10-10,Good,8,0.317,24.8243,82.7427,2
AST-0729,Track Section 729,Track,Engineering,COR-004,29.9,1996-10-16,Fair,7,0.394,21.9812,82.2933,1
AST-0730,Bridge Section 730,Bridge,Engineering,COR-008,17.2,2009-06-25,Good,10,0.257,19.6942,82.9026,2
AST-0731,Station Equipment Section 731,Station Equipment,S&T,COR-004,15.2,2011-06-25,Warning,4,0.553,26.2341,84.8728,2
AST-0732,Track Section 732,Track,Engineering,COR-003,9.1,2017-07-30,Good,8,0.21,26.4874,77.7217,0
AST-0733,Signal Section 733,Signal,S&T,COR-005,40.0,1986-09-12,Critical,9,0.772,25.6618,87.1948,8
AST-0734,OHE Section 734,OHE,Traction Distribution,COR-010,7.2,2019-06-23,Good,6,0.126,21.0378,84.2313,0
AST-0735,Bridge Section 735,Bridge,Engineering,COR-006,4.4,2022-04-10,Good,10,0.102,28.1322,85.3753,0
AST-0736,Signal Section 736,Signal,S&T,COR-004,6.1,2020-07-29,Fair,9,0.399,26.5316,84.0354,1
AST-0737,Signal Section 737,Signal,S&T,COR-005,20.5,2006-03-09,Fair,10,0.535,25.5776,78.2353,4
AST-0738,OHE Section 738,OHE,Traction Distribution,COR-003,11.0,2015-09-05,Fair,7,0.411,25.5094,77.0285,1
AST-0739,OHE Section 739,OHE,Traction Distribution,COR-007,9.8,2016-11-16,Good,7,0.276,28.0436,79.2603,3
AST-0740,OHE Section 740,OHE,Traction Distribution,COR-004,7.2,2019-06-23,Fair,6,0.415,28.2831,74.0525,1
AST-0741,Signal Section 741,Signal,S&T,COR-006,9.5,2017-03-06,Fair,9,0.38,24.9564,79.7205,2
AST-0742,Track Section 742,Track,Engineering,COR-004,6.9,2019-10-11,Good,7,0.341,23.1667,73.1903,0
AST-0743,Station Equipment Section 743,Station Equipment,S&T,COR-004,16.2,2010-06-25,Fair,5,0.453,22.6373,72.5631,1
AST-0744,Bridge Section 744,Bridge,Engineering,COR-010,8.5,2018-03-06,Good,10,0.252,27.1908,87.404,1
AST-0745,OHE Section 745,OHE,Traction Distribution,COR-004,6.2,2020-06-22,Good,8,0.271,25.4461,83.5294,0
AST-0746,Track Section 746,Track,Engineering,COR-001,19.4,2007-04-15,Fair,8,0.374,19.7727,81.4896,2
AST-0747,Track Section 747,Track,Engineering,COR-004,4.5,2022-03-05,Fair,8,0.436,20.4219,77.9576,1
AST-0748,OHE Section 748,OHE,Traction Distribution,COR-006,11.1,2015-07-31,Good,7,0.263,28.0019,81.6286,3
AST-0749,Track Section 749,Track,Engineering,COR-001,1.6,2025-01-26,Good,8,0.158,27.845,86.7652,0
AST-0750,Station Equipment Section 750,Station Equipment,S&T,COR-004,3.0,2023-09-03,Good,5,0.187,28.5183,82.9381,1
AST-0751,Signal Section 751,Signal,S&T,COR-002,7.8,2018-11-16,Good,8,0.234,23.2785,82.1397,2
AST-0752,OHE Section 752,OHE,Traction Distribution,COR-006,6.8,2019-11-16,Good,8,0.261,26.8406,79.8633,0
AST-0753,Bridge Section 753,Bridge,Engineering,COR-008,6.7,2019-12-23,Good,10,0.337,27.2823,78.0312,1
AST-0754,Signal Section 754,Signal,S&T,COR-010,17.3,2009-05-20,Good,9,0.278,22.157,83.6768,2
AST-0755,Track Section 755,Track,Engineering,COR-004,18.0,2008-09-06,Good,8,0.202,20.4534,88.1957,2
AST-0756,OHE Section 756,OHE,Traction Distribution,COR-009,12.7,2013-12-24,Good,7,0.254,28.9703,79.2961,2
AST-0757,Signal Section 757,Signal,S&T,COR-003,4.3,2022-05-17,Good,8,0.023,19.3022,78.7753,0
AST-0758,Signal Section 758,Signal,S&T,COR-008,9.4,2017-04-11,Good,10,0.128,24.9734,79.3498,0
AST-0759,OHE Section 759,OHE,Traction Distribution,COR-006,32.6,1994-02-03,Warning,7,0.684,25.5021,79.3087,3
AST-0760,Station Equipment Section 760,Station Equipment,S&T,COR-008,40.0,1986-09-12,Critical,6,0.816,25.8179,88.35,1
AST-0761,Signal Section 761,Signal,S&T,COR-008,19.5,2007-03-09,Fair,9,0.538,21.5563,83.8085,2
AST-0762,Track Section 762,Track,Engineering,COR-006,4.5,2022-03-05,Good,10,0.349,26.2158,78.247,0
AST-0763,Signal Section 763,Signal,S&T,COR-003,9.5,2017-03-06,Good,9,0.0,21.164,78.444,0
AST-0764,Signal Section 764,Signal,S&T,COR-006,12.1,2014-07-31,Good,9,0.222,27.2904,79.3928,1
AST-0765,Track Section 765,Track,Engineering,COR-009,10.8,2015-11-17,Fair,8,0.463,21.1912,73.0874,2
AST-0766,Track Section 766,Track,Engineering,COR-010,20.9,2005-10-14,Good,8,0.222,25.9671,80.9451,2
AST-0767,OHE Section 767,OHE,Traction Distribution,COR-010,16.8,2009-11-18,Fair,6,0.364,26.8341,85.4821,1
AST-0768,Track Section 768,Track,Engineering,COR-002,4.2,2022-06-22,Good,8,0.053,20.8895,83.0691,0
AST-0769,Station Equipment Section 769,Station Equipment,S&T,COR-006,6.3,2020-05-17,Good,6,0.315,21.3799,75.6747,1
AST-0770,Track Section 770,Track,Engineering,COR-002,19.5,2007-03-09,Good,8,0.27,26.791,84.1485,1
AST-0771,Track Section 771,Track,Engineering,COR-007,25.2,2001-06-27,Fair,8,0.549,19.86,84.0113,4
AST-0772,OHE Section 772,OHE,Traction Distribution,COR-010,12.2,2014-06-24,Good,7,0.244,20.9076,76.7006,3
AST-0773,Bridge Section 773,Bridge,Engineering,COR-001,27.2,1999-06-28,Fair,10,0.455,23.5553,82.466,2
AST-0774,Track Section 774,Track,Engineering,COR-007,11.2,2015-06-25,Good,8,0.163,28.3018,82.2752,0
AST-0775,Track Section 775,Track,Engineering,COR-010,4.9,2021-10-10,Good,7,0.16,24.6188,85.9366,1
AST-0776,Track Section 776,Track,Engineering,COR-009,15.8,2010-11-18,Good,9,0.15,22.8768,74.6772,2
AST-0777,Signal Section 777,Signal,S&T,COR-004,40.0,1986-09-12,Warning,8,0.745,28.7837,75.6174,1
AST-0778,Signal Section 778,Signal,S&T,COR-002,3.4,2023-04-10,Fair,9,0.44,23.6371,80.2755,6
AST-0779,Track Section 779,Track,Engineering,COR-010,26.6,2000-02-02,Warning,7,0.588,23.3373,73.2063,0
AST-0780,Track Section 780,Track,Engineering,COR-010,15.2,2011-06-25,Fair,8,0.355,23.1164,79.1495,3
AST-0781,Signal Section 781,Signal,S&T,COR-006,6.0,2020-09-03,Good,9,0.291,22.1218,85.1115,0
AST-0782,Station Equipment Section 782,Station Equipment,S&T,COR-010,1.6,2025-01-26,Good,4,0.0,22.2569,74.8794,0
AST-0783,OHE Section 783,OHE,Traction Distribution,COR-001,1.0,2025-09-02,Good,6,0.0,25.8784,79.8592,0
AST-0784,Signal Section 784,Signal,S&T,COR-007,6.7,2019-12-23,Fair,9,0.381,19.4084,88.3363,3
AST-0785,Track Section 785,Track,Engineering,COR-001,13.5,2013-03-07,Good,7,0.226,25.8182,80.5947,1
AST-0786,Track Section 786,Track,Engineering,COR-010,18.6,2008-01-31,Good,7,0.232,21.012,80.4732,1
AST-0787,Track Section 787,Track,Engineering,COR-007,21.4,2005-04-15,Fair,7,0.409,22.8421,81.4407,1
AST-0788,OHE Section 788,OHE,Traction Distribution,COR-010,12.7,2013-12-24,Good,7,0.107,20.4654,75.4761,0
AST-0789,Bridge Section 789,Bridge,Engineering,COR-006,11.4,2015-04-12,Good,10,0.229,24.5275,74.8546,2
AST-0790,Station Equipment Section 790,Station Equipment,S&T,COR-001,8.0,2018-09-04,Good,4,0.239,26.2935,83.3377,3
AST-0791,Station Equipment Section 791,Station Equipment,S&T,COR-001,13.8,2012-11-17,Good,6,0.218,22.5466,78.8323,2
AST-0792,Station Equipment Section 792,Station Equipment,S&T,COR-004,6.0,2020-09-03,Good,4,0.138,20.6342,77.1385,0
AST-0793,Station Equipment Section 793,Station Equipment,S&T,COR-008,3.6,2023-01-27,Good,6,0.163,21.2651,73.0023,1
AST-0794,Track Section 794,Track,Engineering,COR-002,10.9,2015-10-12,Good,7,0.291,27.1811,86.0368,2
AST-0795,Track Section 795,Track,Engineering,COR-009,17.6,2009-01-30,Good,8,0.292,21.6765,73.0173,1
AST-0796,Track Section 796,Track,Engineering,COR-003,2.9,2023-10-10,Good,8,0.114,26.747,84.4997,0
AST-0797,Signal Section 797,Signal,S&T,COR-005,6.7,2019-12-23,Fair,9,0.464,22.312,78.6118,3
AST-0798,Track Section 798,Track,Engineering,COR-003,10.6,2016-01-29,Good,7,0.225,20.8873,82.079,1
AST-0799,Bridge Section 799,Bridge,Engineering,COR-005,10.4,2016-04-11,Fair,10,0.41,26.2731,76.4628,3
AST-0800,OHE Section 800,OHE,Traction Distribution,COR-005,14.9,2011-10-13,Warning,8,0.561,23.6855,74.9864,1
