taskId,assetId,assetType,department,corridorId,defectSeverity,assetCriticality,historicalFailures,overdueDays,trainTraffic,safetyRisk,expectedDegradation,assetAgeYears,priorityScore,failureRisk,riskLevel,recommendedDeadline,status,estimatedDurationMinutes
MT-00577,AST-0601,Station Equipment,S&T,COR-009,4.3,5,0,2,26,3.1,0.03,12.0,29,0.287,Low,2026-09-29,pending,90
MT-00578,AST-0343,OHE,Traction Distribution,COR-003,5.2,6,4,13,32,4.5,0.266,5.5,44,0.441,Low,2026-09-21,pending,165
MT-00579,AST-0156,Bridge,Engineering,COR-009,7.1,10,1,5,26,8.1,0.181,11.8,57,0.573,Medium,2026-09-20,in_progress,90
MT-00580,AST-0387,Track,Engineering,COR-001,5.9,8,2,7,45,6.1,0.245,10.7,55,0.549,Medium,2026-09-17,completed,225
MT-00581,AST-0403,Signal,S&T,COR-002,4.9,9,0,36,26,6.5,0.096,5.4,57,0.566,Medium,2026-09-12,overdue,120
MT-00582,AST-0486,OHE,Traction Distribution,COR-001,5.9,7,0,0,45,6.2,0.265,22.6,41,0.414,Low,2026-09-22,completed,240
MT-00583,AST-0530,OHE,Traction Distribution,COR-007,9.1,7,5,2,45,6.6,0.434,4.0,60,0.603,Medium,2026-09-20,in_progress,150
MT-00584,AST-0053,Track,Engineering,COR-009,6.0,8,0,2,26,7.3,0.373,25.9,46,0.461,Low,2026-09-12,completed,195
MT-00585,AST-0466,Track,Engineering,COR-003,4.4,8,1,4,32,5.5,0.236,4.9,38,0.383,Low,2026-09-28,pending,90
MT-00586,AST-0517,Bridge,Engineering,COR-008,3.5,10,1,30,69,6.3,0.488,17.7,63,0.631,Medium,2026-09-13,completed,30
MT-00587,AST-0602,Track,Engineering,COR-008,3.1,8,0,3,69,5.6,0.239,11.2,46,0.463,Low,2026-09-21,completed,165
MT-00588,AST-0222,OHE,Traction Distribution,COR-008,4.9,8,2,19,69,6.2,0.32,8.9,59,0.589,Medium,2026-09-22,in_progress,165
MT-00589,AST-0614,Track,Engineering,COR-005,4.9,8,4,0,100,6.6,0.18,2.3,52,0.524,Low,2026-09-16,pending,30
MT-00590,AST-0767,OHE,Traction Distribution,COR-010,4.9,6,1,8,20,5.3,0.361,16.8,49,0.492,Low,2026-09-13,pending,240
MT-00591,AST-0224,Station Equipment,S&T,COR-004,6.7,5,2,14,48,5.6,0.361,25.9,59,0.593,Medium,2026-09-19,pending,45
MT-00592,AST-0571,Track,Engineering,COR-005,5.6,7,3,2,100,5.4,0.545,7.5,54,0.543,Medium,2026-09-14,overdue,225
MT-00593,AST-0516,OHE,Traction Distribution,COR-007,3.5,7,1,1,45,3.8,0.171,1.3,31,0.307,Low,2026-09-25,completed,105
MT-00594,AST-0454,Station Equipment,S&T,COR-003,6.1,5,2,9,32,3.5,0.242,5.0,42,0.421,Low,2026-09-14,in_progress,150
MT-00595,AST-0249,Track,Engineering,COR-002,7.5,7,1,3,26,4.8,0.312,19.9,52,0.52,Low,2026-09-14,in_progress,135
MT-00596,AST-0744,Bridge,Engineering,COR-010,3.5,10,1,4,20,8.2,0.268,8.5,55,0.555,Medium,2026-09-12,completed,210
MT-00597,AST-0063,OHE,Traction Distribution,COR-002,7.0,7,6,8,26,4.1,0.568,37.8,56,0.56,Medium,2026-09-19,pending,90
MT-00598,AST-0001,Signal,S&T,COR-004,3.7,9,2,5,48,7.2,0.437,12.3,61,0.608,Medium,2026-09-15,pending,30
MT-00599,AST-0491,Station Equipment,S&T,COR-006,4.2,4,4,8,73,2.9,0.485,14.0,54,0.544,Medium,2026-09-18,completed,210
MT-00600,AST-0365,Track,Engineering,COR-002,3.2,7,0,1,26,6.0,0.093,7.0,34,0.34,Low,2026-10-06,pending,120
MT-00601,AST-0121,Signal,S&T,COR-008,7.5,10,1,17,69,5.8,0.364,4.6,80,0.802,Critical,2026-09-10,pending,240
MT-00602,AST-0080,Signal,S&T,COR-004,5.7,9,3,21,48,6.5,0.676,26.4,69,0.686,High,2026-09-10,in_progress,90
MT-00603,AST-0445,Track,Engineering,COR-005,3.2,9,0,2,100,7.2,0.184,9.0,60,0.6,Medium,2026-09-18,pending,105
MT-00604,AST-0758,Signal,S&T,COR-008,4.7,10,0,1,69,7.6,0.143,9.4,58,0.585,Medium,2026-09-21,overdue,210
MT-00605,AST-0101,Station Equipment,S&T,COR-002,4.9,4,0,2,26,3.6,0.161,10.1,22,0.223,Low,2026-10-06,completed,120
MT-00606,AST-0045,Bridge,Engineering,COR-005,3.8,10,2,2,100,4.6,0.161,2.3,49,0.489,Low,2026-09-12,overdue,60
MT-00607,AST-0654,OHE,Traction Distribution,COR-001,10.0,6,3,1,45,5.7,0.538,19.0,51,0.508,Low,2026-09-21,overdue,195
MT-00608,AST-0609,Track,Engineering,COR-005,6.9,10,6,8,100,9.1,0.643,20.7,70,0.704,High,2026-09-10,pending,165
MT-00609,AST-0117,Track,Engineering,COR-010,4.3,8,0,2,20,5.4,0.0,9.0,43,0.434,Low,2026-09-16,pending,60
MT-00610,AST-0568,Track,Engineering,COR-010,5.5,7,1,7,20,5.6,0.387,17.2,60,0.598,Medium,2026-09-16,completed,90
MT-00611,AST-0481,OHE,Traction Distribution,COR-009,5.0,7,0,2,26,5.8,0.079,13.7,40,0.397,Low,2026-09-21,pending,105
MT-00612,AST-0695,Signal,S&T,COR-005,8.3,10,3,29,100,7.0,0.552,5.1,90,0.897,Critical,2026-09-04,overdue,150
MT-00613,AST-0332,Track,Engineering,COR-002,8.2,8,0,0,26,7.7,0.354,14.4,62,0.617,Medium,2026-09-16,pending,210
MT-00614,AST-0236,Signal,S&T,COR-009,4.3,9,3,10,26,5.8,0.289,9.2,54,0.542,Medium,2026-09-20,in_progress,225
MT-00615,AST-0194,Signal,S&T,COR-010,6.5,7,0,2,20,6.4,0.195,6.7,46,0.457,Low,2026-09-15,completed,195
MT-00616,AST-0353,Track,Engineering,COR-009,6.5,7,1,0,26,5.5,0.343,4.0,44,0.436,Low,2026-09-16,overdue,90
MT-00617,AST-0744,Bridge,Engineering,COR-010,6.8,10,1,7,20,6.1,0.25,8.5,60,0.602,Medium,2026-09-20,completed,240
MT-00618,AST-0391,Track,Engineering,COR-008,6.4,8,3,5,69,6.1,0.502,3.8,65,0.65,High,2026-09-07,in_progress,30
MT-00619,AST-0305,Bridge,Engineering,COR-009,5.2,9,2,8,26,7.2,0.281,11.4,58,0.581,Medium,2026-09-12,pending,225
MT-00620,AST-0388,Track,Engineering,COR-010,6.2,8,0,4,20,6.9,0.178,10.0,52,0.519,Low,2026-09-15,in_progress,225
MT-00621,AST-0568,Track,Engineering,COR-010,7.7,7,1,14,20,6.6,0.44,17.2,61,0.61,Medium,2026-09-13,completed,225
MT-00622,AST-0220,Bridge,Engineering,COR-006,8.2,10,0,4,73,9.2,0.302,2.8,63,0.628,Medium,2026-09-15,in_progress,75
MT-00623,AST-0617,Signal,S&T,COR-003,5.2,9,0,14,32,6.4,0.137,17.4,62,0.62,Medium,2026-09-12,completed,90
MT-00624,AST-0287,Station Equipment,S&T,COR-010,4.5,4,0,2,20,3.9,0.141,6.6,24,0.243,Low,2026-10-07,pending,195
MT-00625,AST-0795,Track,Engineering,COR-009,1.5,8,1,0,26,4.1,0.313,17.6,36,0.364,Low,2026-10-05,pending,165
MT-00626,AST-0303,Bridge,Engineering,COR-010,1.7,10,0,19,20,6.6,0.049,9.3,55,0.551,Medium,2026-09-14,overdue,165
MT-00627,AST-0056,Bridge,Engineering,COR-006,5.9,10,1,4,73,7.7,0.455,9.0,59,0.594,Medium,2026-09-18,pending,90
MT-00628,AST-0554,Station Equipment,S&T,COR-003,4.1,4,3,3,32,3.1,0.432,15.6,32,0.318,Low,2026-09-26,completed,120
MT-00629,AST-0500,Station Equipment,S&T,COR-006,6.3,5,0,1,73,3.5,0.252,17.8,54,0.544,Medium,2026-09-12,in_progress,75
MT-00630,AST-0795,Track,Engineering,COR-009,3.4,8,1,3,26,6.5,0.193,17.6,43,0.426,Low,2026-09-17,overdue,30
MT-00631,AST-0092,OHE,Traction Distribution,COR-004,6.6,7,7,7,48,5.4,0.74,21.3,54,0.536,Medium,2026-09-13,pending,225
MT-00632,AST-0730,Bridge,Engineering,COR-008,4.5,10,2,2,69,6.9,0.247,17.2,60,0.597,Medium,2026-09-21,pending,225
MT-00633,AST-0662,Station Equipment,S&T,COR-005,8.4,5,1,6,100,8.2,0.494,10.3,64,0.637,Medium,2026-09-15,completed,90
MT-00634,AST-0237,Signal,S&T,COR-001,4.9,8,1,3,45,6.8,0.426,18.0,43,0.426,Low,2026-09-16,completed,120
MT-00635,AST-0715,Station Equipment,S&T,COR-006,8.7,6,3,9,73,8.1,0.884,24.7,76,0.761,Critical,2026-09-07,in_progress,165
MT-00636,AST-0498,OHE,Traction Distribution,COR-006,8.0,8,3,1,73,6.7,0.779,32.8,60,0.604,Medium,2026-09-16,pending,165
MT-00637,AST-0354,Signal,S&T,COR-006,7.3,10,3,1,73,9.0,0.388,15.7,68,0.68,High,2026-09-06,pending,105
MT-00638,AST-0038,Track,Engineering,COR-002,6.8,7,2,2,26,6.2,0.213,8.5,43,0.431,Low,2026-09-22,overdue,90
MT-00639,AST-0690,Station Equipment,S&T,COR-009,5.0,4,2,2,26,4.4,0.115,1.6,37,0.367,Low,2026-09-27,completed,75
MT-00640,AST-0723,Bridge,Engineering,COR-007,2.1,10,0,2,45,7.9,0.213,3.6,49,0.492,Low,2026-09-16,overdue,45
MT-00641,AST-0302,OHE,Traction Distribution,COR-002,5.9,7,5,7,26,5.6,0.513,20.6,40,0.398,Low,2026-09-21,overdue,75
MT-00642,AST-0312,Track,Engineering,COR-005,4.7,8,0,22,100,5.9,0.11,3.7,67,0.674,High,2026-09-08,in_progress,240
MT-00643,AST-0495,Track,Engineering,COR-001,4.9,8,1,2,45,5.1,0.067,6.9,43,0.427,Low,2026-09-19,completed,165
MT-00644,AST-0786,Track,Engineering,COR-010,4.0,7,1,14,20,6.0,0.204,18.6,56,0.564,Medium,2026-09-12,completed,165
MT-00645,AST-0227,Track,Engineering,COR-007,8.0,8,1,12,45,6.6,0.41,12.8,68,0.68,High,2026-09-07,completed,60
MT-00646,AST-0590,Bridge,Engineering,COR-005,6.6,10,3,16,100,8.7,0.568,17.7,86,0.856,Critical,2026-09-05,completed,165
MT-00647,AST-0063,OHE,Traction Distribution,COR-002,5.2,7,6,4,26,3.9,0.539,37.8,42,0.424,Low,2026-09-14,pending,30
MT-00648,AST-0560,Track,Engineering,COR-004,3.4,7,0,3,48,5.4,0.008,4.4,36,0.361,Low,2026-10-02,overdue,135
MT-00649,AST-0070,Track,Engineering,COR-004,8.1,8,0,7,48,6.6,0.332,4.8,62,0.619,Medium,2026-09-12,completed,90
MT-00650,AST-0407,Track,Engineering,COR-006,6.5,9,3,1,73,7.8,0.214,10.7,57,0.568,Medium,2026-09-17,completed,210
MT-00651,AST-0553,Signal,S&T,COR-003,5.7,9,0,7,32,6.8,0.034,5.6,60,0.6,Medium,2026-09-15,pending,75
MT-00652,AST-0578,Track,Engineering,COR-002,3.9,7,0,3,26,4.5,0.258,16.1,39,0.389,Low,2026-10-13,in_progress,135
MT-00653,AST-0033,OHE,Traction Distribution,COR-009,3.8,7,1,1,26,4.6,0.165,9.5,30,0.303,Low,2026-10-02,completed,120
MT-00654,AST-0181,Signal,S&T,COR-005,4.9,9,3,12,100,5.6,0.413,13.5,63,0.632,Medium,2026-09-21,completed,45
MT-00655,AST-0372,OHE,Traction Distribution,COR-005,5.8,8,0,9,100,7.2,0.337,4.5,72,0.717,High,2026-09-11,pending,30
MT-00656,AST-0712,OHE,Traction Distribution,COR-008,4.7,7,4,6,69,4.3,0.187,7.2,48,0.484,Low,2026-09-21,pending,195
MT-00657,AST-0030,Track,Engineering,COR-005,6.2,8,3,0,100,6.2,0.573,6.8,59,0.593,Medium,2026-09-20,completed,180
MT-00658,AST-0077,Track,Engineering,COR-006,6.4,8,1,7,73,6.9,0.577,13.2,71,0.705,High,2026-09-09,overdue,75
MT-00659,AST-0357,Signal,S&T,COR-001,4.2,9,2,1,45,7.8,0.234,11.5,45,0.453,Low,2026-09-17,pending,135
MT-00660,AST-0001,Signal,S&T,COR-004,6.4,9,2,2,48,7.1,0.572,12.3,48,0.48,Low,2026-09-12,pending,195
MT-00661,AST-0230,Signal,S&T,COR-007,6.8,9,1,11,45,7.0,0.217,6.6,59,0.588,Medium,2026-09-13,in_progress,45
MT-00662,AST-0003,Signal,S&T,COR-006,2.6,10,1,2,73,6.3,0.218,17.8,52,0.52,Low,2026-09-16,pending,60
MT-00663,AST-0342,Signal,S&T,COR-004,5.0,9,1,4,48,4.4,0.085,8.2,47,0.467,Low,2026-09-19,pending,195
MT-00664,AST-0791,Station Equipment,S&T,COR-001,7.3,6,2,2,45,4.7,0.208,13.8,39,0.387,Low,2026-09-23,in_progress,30
MT-00665,AST-0330,OHE,Traction Distribution,COR-003,5.3,7,1,2,32,5.2,0.374,6.2,50,0.501,Low,2026-09-22,completed,30
MT-00666,AST-0120,Track,Engineering,COR-009,3.7,7,0,3,26,4.3,0.169,3.8,39,0.387,Low,2026-10-16,pending,210
MT-00667,AST-0438,Track,Engineering,COR-004,9.0,8,7,2,48,6.0,0.773,35.9,65,0.655,High,2026-09-06,pending,60
MT-00668,AST-0053,Track,Engineering,COR-009,4.2,8,0,19,26,6.5,0.365,25.9,59,0.594,Medium,2026-09-13,overdue,180
MT-00669,AST-0779,Track,Engineering,COR-010,6.9,7,0,4,20,6.5,0.656,26.6,48,0.479,Low,2026-09-21,in_progress,90
MT-00670,AST-0137,Signal,S&T,COR-007,3.5,10,0,11,45,6.5,0.21,2.4,58,0.584,Medium,2026-09-14,completed,195
MT-00671,AST-0632,OHE,Traction Distribution,COR-006,2.8,7,2,3,73,3.9,0.351,11.7,49,0.485,Low,2026-09-13,pending,60
MT-00672,AST-0296,Track,Engineering,COR-008,6.1,8,2,5,69,6.5,0.529,14.9,67,0.667,High,2026-09-07,completed,30
MT-00673,AST-0324,Station Equipment,S&T,COR-010,4.3,4,2,0,20,4.2,0.509,33.8,37,0.367,Low,2026-10-09,completed,30
MT-00674,AST-0496,Track,Engineering,COR-005,6.4,9,2,9,100,6.8,0.466,7.0,74,0.737,High,2026-09-06,pending,135
MT-00675,AST-0628,Track,Engineering,COR-005,8.1,9,2,17,100,8.2,0.416,4.7,72,0.722,High,2026-09-07,completed,165
MT-00676,AST-0625,Signal,S&T,COR-003,8.4,8,3,12,32,6.6,0.283,26.0,63,0.635,Medium,2026-09-16,completed,180
MT-00677,AST-0785,Track,Engineering,COR-001,5.3,7,1,5,45,5.7,0.192,13.5,44,0.437,Low,2026-09-18,pending,195
MT-00678,AST-0583,Signal,S&T,COR-004,7.7,10,3,1,48,9.2,0.494,17.1,72,0.718,High,2026-09-11,completed,210
MT-00679,AST-0776,Track,Engineering,COR-009,5.4,9,2,4,26,7.9,0.188,15.8,58,0.582,Medium,2026-09-14,pending,210
MT-00680,AST-0334,Station Equipment,S&T,COR-007,5.6,4,5,3,45,5.6,0.396,17.5,39,0.387,Low,2026-09-29,in_progress,195
MT-00681,AST-0017,Track,Engineering,COR-003,2.5,8,4,3,32,5.3,0.261,13.4,41,0.405,Low,2026-09-17,overdue,240
MT-00682,AST-0765,Track,Engineering,COR-009,8.9,8,2,17,26,7.6,0.424,10.8,71,0.707,High,2026-09-08,pending,225
MT-00683,AST-0003,Signal,S&T,COR-006,3.3,10,1,6,73,5.9,0.168,17.8,60,0.595,Medium,2026-09-18,pending,45
MT-00684,AST-0360,Signal,S&T,COR-005,8.7,10,1,5,100,6.7,0.496,5.4,67,0.666,High,2026-09-07,pending,210
MT-00685,AST-0645,Track,Engineering,COR-004,6.8,8,2,25,48,5.4,0.447,20.2,56,0.555,Medium,2026-09-18,overdue,60
MT-00686,AST-0030,Track,Engineering,COR-005,5.4,8,3,2,100,6.0,0.543,6.8,60,0.603,Medium,2026-09-22,pending,45
MT-00687,AST-0230,Signal,S&T,COR-007,5.5,9,1,3,45,6.6,0.317,6.6,41,0.413,Low,2026-09-19,pending,60
MT-00688,AST-0334,Station Equipment,S&T,COR-007,9.6,4,5,1,45,7.3,0.387,17.5,54,0.536,Medium,2026-09-20,completed,120
MT-00689,AST-0192,Signal,S&T,COR-006,8.4,9,2,12,73,9.2,0.321,5.7,79,0.789,Critical,2026-09-06,completed,30
MT-00690,AST-0793,Station Equipment,S&T,COR-008,4.0,6,1,1,69,3.9,0.247,3.6,47,0.469,Low,2026-09-21,in_progress,165
MT-00691,AST-0193,Track,Engineering,COR-001,4.3,8,1,14,45,6.5,0.363,2.6,55,0.551,Medium,2026-09-19,overdue,135
MT-00692,AST-0726,Track,Engineering,COR-009,4.6,7,1,2,26,4.9,0.069,2.3,39,0.394,Low,2026-10-08,pending,210
MT-00693,AST-0108,Track,Engineering,COR-001,5.6,9,2,1,45,7.4,0.399,14.5,58,0.576,Medium,2026-09-13,completed,165
MT-00694,AST-0240,Track,Engineering,COR-002,7.2,7,1,1,26,7.2,0.279,10.8,44,0.435,Low,2026-09-18,completed,165
MT-00695,AST-0219,Station Equipment,S&T,COR-008,7.1,5,1,8,69,6.6,0.396,10.0,63,0.63,Medium,2026-09-19,pending,165
MT-00696,AST-0734,OHE,Traction Distribution,COR-010,1.9,6,0,1,20,3.3,0.061,7.2,27,0.274,Low,2026-10-07,completed,225
MT-00697,AST-0720,Signal,S&T,COR-005,7.8,10,0,4,100,9.1,0.497,17.0,73,0.728,High,2026-09-06,in_progress,45
MT-00698,AST-0645,Track,Engineering,COR-004,5.7,8,2,2,48,4.4,0.349,20.2,49,0.493,Low,2026-09-12,pending,60
MT-00699,AST-0150,Track,Engineering,COR-008,6.8,8,0,14,69,8.0,0.633,14.1,72,0.72,High,2026-09-08,pending,150
MT-00700,AST-0239,Track,Engineering,COR-007,5.8,8,4,5,45,6.3,0.368,8.1,59,0.586,Medium,2026-09-19,pending,120
MT-00701,AST-0668,Track,Engineering,COR-010,7.2,7,0,9,20,6.4,0.239,9.1,53,0.525,Low,2026-09-16,completed,75
MT-00702,AST-0429,Track,Engineering,COR-005,6.6,9,0,0,100,5.1,0.15,6.8,58,0.576,Medium,2026-09-19,pending,165
MT-00703,AST-0377,Signal,S&T,COR-002,4.6,7,0,3,26,5.0,0.368,10.7,40,0.402,Low,2026-09-22,overdue,90
MT-00704,AST-0459,Signal,S&T,COR-009,4.6,9,0,0,26,7.7,0.17,4.0,41,0.414,Low,2026-09-21,pending,45
MT-00705,AST-0412,Track,Engineering,COR-008,7.0,8,4,6,69,6.4,0.771,37.4,67,0.675,High,2026-09-09,overdue,210
MT-00706,AST-0449,Bridge,Engineering,COR-008,3.9,10,4,3,69,7.3,0.385,20.7,53,0.532,Low,2026-09-20,completed,180
MT-00707,AST-0086,Track,Engineering,COR-001,4.7,7,1,0,45,5.4,0.329,13.2,47,0.472,Low,2026-09-12,pending,210
MT-00708,AST-0794,Track,Engineering,COR-002,8.4,7,2,1,26,7.9,0.348,10.9,57,0.57,Medium,2026-09-12,pending,135
MT-00709,AST-0006,Track,Engineering,COR-001,4.1,8,2,2,45,5.8,0.562,18.0,46,0.456,Low,2026-09-19,completed,75
MT-00710,AST-0686,Signal,S&T,COR-010,4.6,8,0,4,20,4.9,0.092,8.7,43,0.431,Low,2026-09-20,pending,150
MT-00711,AST-0274,Bridge,Engineering,COR-006,5.5,10,2,0,73,7.3,0.369,1.3,55,0.546,Medium,2026-09-14,pending,90
MT-00712,AST-0664,Bridge,Engineering,COR-005,6.2,10,1,28,100,9.1,0.372,8.7,74,0.739,High,2026-09-09,completed,210
MT-00713,AST-0488,Signal,S&T,COR-003,2.8,7,0,4,32,5.1,0.072,14.1,35,0.348,Low,2026-09-29,overdue,150
MT-00714,AST-0707,Track,Engineering,COR-004,2.8,8,1,7,48,5.0,0.244,11.7,47,0.465,Low,2026-09-13,completed,75
MT-00715,AST-0053,Track,Engineering,COR-009,3.5,8,0,2,26,7.7,0.34,25.9,48,0.485,Low,2026-09-16,completed,165
MT-00716,AST-0793,Station Equipment,S&T,COR-008,6.9,6,1,3,69,6.9,0.183,3.6,54,0.54,Medium,2026-09-16,in_progress,90
MT-00717,AST-0515,OHE,Traction Distribution,COR-003,4.9,7,2,22,32,6.3,0.533,25.9,65,0.647,High,2026-09-10,completed,150
MT-00718,AST-0712,OHE,Traction Distribution,COR-008,4.2,7,4,4,69,5.5,0.217,7.2,44,0.436,Low,2026-09-21,pending,135
MT-00719,AST-0477,OHE,Traction Distribution,COR-001,7.8,7,1,14,45,7.4,0.101,0.8,60,0.603,Medium,2026-09-22,completed,60
MT-00720,AST-0614,Track,Engineering,COR-005,3.9,8,4,1,100,6.3,0.291,2.3,61,0.614,Medium,2026-09-13,completed,30
MT-00721,AST-0584,OHE,Traction Distribution,COR-008,8.6,7,4,45,69,4.8,0.725,30.9,65,0.652,High,2026-09-11,in_progress,60
MT-00722,AST-0252,Track,Engineering,COR-010,6.9,8,0,3,20,7.2,0.197,8.0,49,0.488,Low,2026-09-17,overdue,75
MT-00723,AST-0435,Signal,S&T,COR-007,7.1,8,1,1,45,6.7,0.287,13.0,48,0.478,Low,2026-09-13,in_progress,45
MT-00724,AST-0189,Signal,S&T,COR-007,3.7,9,1,17,45,5.5,0.325,11.3,57,0.572,Medium,2026-09-19,completed,30
MT-00725,AST-0746,Track,Engineering,COR-001,4.7,8,2,2,45,5.7,0.354,19.4,46,0.46,Low,2026-09-12,in_progress,120
MT-00726,AST-0292,Track,Engineering,COR-006,7.1,9,4,6,73,5.8,0.591,25.1,69,0.693,High,2026-09-08,pending,135
MT-00727,AST-0353,Track,Engineering,COR-009,8.7,7,1,1,26,5.2,0.319,4.0,51,0.513,Low,2026-09-21,pending,120
MT-00728,AST-0627,Bridge,Engineering,COR-001,5.2,10,1,5,45,8.3,0.4,28.8,54,0.544,Medium,2026-09-22,overdue,225
MT-00729,AST-0282,Station Equipment,S&T,COR-004,4.3,5,2,1,48,4.7,0.19,4.1,34,0.341,Low,2026-09-29,pending,90
MT-00730,AST-0170,Station Equipment,S&T,COR-007,6.5,5,2,2,45,2.7,0.368,20.8,41,0.415,Low,2026-09-13,completed,195
MT-00731,AST-0725,OHE,Traction Distribution,COR-010,5.8,7,0,2,20,5.2,0.159,18.3,46,0.456,Low,2026-09-18,in_progress,30
MT-00732,AST-0262,Signal,S&T,COR-008,7.3,10,3,13,69,8.8,0.468,8.4,89,0.888,Critical,2026-09-03,completed,120
MT-00733,AST-0439,Track,Engineering,COR-008,3.3,7,0,2,69,4.5,0.148,2.0,46,0.455,Low,2026-09-22,completed,210
MT-00734,AST-0768,Track,Engineering,COR-002,3.4,8,0,1,26,6.6,0.046,4.2,34,0.342,Low,2026-09-30,pending,120
MT-00735,AST-0420,Bridge,Engineering,COR-002,7.5,10,3,6,26,9.0,0.57,40.0,67,0.67,High,2026-09-07,pending,150
MT-00736,AST-0592,OHE,Traction Distribution,COR-007,8.5,6,1,1,45,5.0,0.475,20.8,53,0.527,Low,2026-09-14,completed,60
MT-00737,AST-0297,Station Equipment,S&T,COR-009,4.6,5,2,3,26,4.2,0.16,5.4,33,0.33,Low,2026-10-01,pending,150
MT-00738,AST-0261,Signal,S&T,COR-003,6.2,9,4,4,32,6.5,0.426,19.0,58,0.582,Medium,2026-09-20,in_progress,225
MT-00739,AST-0412,Track,Engineering,COR-008,6.1,8,4,12,69,5.1,0.776,37.4,56,0.558,Medium,2026-09-21,pending,30
MT-00740,AST-0521,Track,Engineering,COR-001,9.2,8,2,1,45,6.2,0.461,10.0,62,0.618,Medium,2026-09-20,pending,30
MT-00741,AST-0066,OHE,Traction Distribution,COR-001,5.8,6,3,2,45,4.5,0.353,19.7,42,0.422,Low,2026-09-19,overdue,225
MT-00742,AST-0533,Track,Engineering,COR-002,6.9,7,1,9,26,5.6,0.214,14.5,52,0.524,Low,2026-09-14,overdue,75
MT-00743,AST-0259,Station Equipment,S&T,COR-002,4.4,4,0,2,26,4.0,0.151,10.2,39,0.39,Low,2026-10-15,completed,150
MT-00744,AST-0687,Station Equipment,S&T,COR-009,4.6,4,1,2,26,4.9,0.125,5.9,27,0.269,Low,2026-10-16,pending,105
MT-00745,AST-0492,Track,Engineering,COR-005,4.2,9,4,4,100,6.7,0.526,22.2,64,0.638,Medium,2026-09-18,overdue,210
MT-00746,AST-0078,OHE,Traction Distribution,COR-009,2.8,8,0,1,26,5.9,0.483,25.3,46,0.461,Low,2026-09-20,completed,180
MT-00747,AST-0777,Signal,S&T,COR-004,9.7,8,1,18,48,7.6,0.711,40.0,79,0.789,Critical,2026-09-07,overdue,60
MT-00748,AST-0406,OHE,Traction Distribution,COR-006,6.1,8,0,13,73,7.0,0.293,14.4,57,0.575,Medium,2026-09-16,pending,30
MT-00749,AST-0140,Track,Engineering,COR-007,5.8,8,2,4,45,6.2,0.271,3.4,59,0.592,Medium,2026-09-20,pending,75
MT-00750,AST-0065,Track,Engineering,COR-010,2.8,7,1,3,20,4.2,0.205,5.1,34,0.342,Low,2026-10-03,completed,195
MT-00751,AST-0011,Track,Engineering,COR-009,3.1,8,1,5,26,7.1,0.117,0.6,42,0.417,Low,2026-09-20,overdue,210
MT-00752,AST-0633,Track,Engineering,COR-002,7.3,7,1,17,26,4.1,0.304,13.4,55,0.554,Medium,2026-09-21,pending,150
MT-00753,AST-0418,Station Equipment,S&T,COR-001,7.9,5,3,34,45,3.8,0.19,12.9,56,0.558,Medium,2026-09-22,pending,60
MT-00754,AST-0796,Track,Engineering,COR-003,3.6,8,0,1,32,5.8,0.016,2.9,33,0.33,Low,2026-09-29,in_progress,195
MT-00755,AST-0032,Track,Engineering,COR-003,6.0,7,0,2,32,5.6,0.248,5.7,47,0.466,Low,2026-09-17,overdue,150
MT-00756,AST-0032,Track,Engineering,COR-003,5.2,7,0,2,32,4.1,0.167,5.7,38,0.376,Low,2026-10-02,completed,120
MT-00757,AST-0266,Track,Engineering,COR-003,5.4,8,0,6,32,5.1,0.298,8.7,54,0.535,Medium,2026-09-17,overdue,195
MT-00758,AST-0734,OHE,Traction Distribution,COR-010,7.6,6,0,6,20,5.1,0.092,7.2,49,0.495,Low,2026-09-20,completed,225
MT-00759,AST-0067,Track,Engineering,COR-009,4.3,8,1,4,26,6.6,0.27,10.5,55,0.552,Medium,2026-09-15,completed,240
MT-00760,AST-0204,Bridge,Engineering,COR-008,7.7,9,1,1,69,8.8,0.382,7.0,63,0.633,Medium,2026-09-14,in_progress,75
MT-00761,AST-0506,Signal,S&T,COR-006,7.2,10,2,3,73,9.5,0.479,21.4,66,0.661,High,2026-09-07,pending,60
MT-00762,AST-0122,OHE,Traction Distribution,COR-004,5.8,7,3,10,48,4.2,0.417,26.4,47,0.472,Low,2026-09-20,completed,165
MT-00763,AST-0322,Track,Engineering,COR-004,6.4,8,0,5,48,5.2,0.033,1.8,62,0.616,Medium,2026-09-22,completed,240
MT-00764,AST-0483,OHE,Traction Distribution,COR-002,5.0,6,0,0,26,3.6,0.075,11.2,37,0.366,Low,2026-09-25,in_progress,90
MT-00765,AST-0704,Signal,S&T,COR-005,5.0,10,0,6,100,8.3,0.221,11.5,64,0.635,Medium,2026-09-22,pending,90
MT-00766,AST-0082,Track,Engineering,COR-004,7.9,8,2,7,48,7.6,0.299,14.6,71,0.713,High,2026-09-06,completed,60
MT-00767,AST-0134,Bridge,Engineering,COR-001,7.1,10,2,13,45,7.9,0.145,3.8,74,0.743,High,2026-09-09,completed,195
MT-00768,AST-0624,Track,Engineering,COR-001,8.1,8,0,31,45,7.5,0.478,18.0,67,0.666,High,2026-09-06,pending,150
